idx,topology,N,n_free,v_target,v_pred,abs_err,pass_50mV,pass_75mV
92,Hard,14,8,10.865594863891602,4.265625,6.599969863891602,0,0
93,Hard,14,8,8.645672798156738,6.33984375,2.3058290481567383,0,0
94,Hard,22,16,0.06014504283666611,0.2763671875,0.2162221446633339,0,0
95,Hard,22,17,11.79271411895752,9.390625,2.4020891189575195,0,0
96,Hard,31,27,2.2512519359588623,9.1796875,6.928435564041138,0,0
97,Hard,31,27,3.8495402336120605,9.0625,5.2129597663879395,0,0
98,Hard,36,30,4.139675617218018,7.6640625,3.5243868827819824,0,0
99,Hard,36,31,5.2915730476379395,6.2734375,0.9818644523620605,0,0
100,Hard,37,33,5.719644069671631,6.96484375,1.2451996803283691,0,0
101,Hard,23,19,11.998442649841309,10.453125,1.5453176498413086,0,0
102,Hard,25,21,8.994966506958008,1.8916015625,7.103364944458008,0,0
103,Hard,23,17,4.999086380004883,1.509765625,3.489320755004883,0,0
104,Hard,25,21,23.634363174438477,18.078125,5.556238174438477,0,0
105,Hard,23,19,8.827581405639648,9.796875,0.9692935943603516,0,0
106,Hard,13,7,0.04866206273436546,1.6689453125,1.6202832497656345,0,0
107,Hard,14,8,3.303710460662842,3.583984375,0.2802739143371582,0,0
108,Hard,13,9,0.02374587021768093,0.54052734375,0.5167814735323191,0,0
109,Hard,14,9,3.4378626346588135,0.865234375,2.5726282596588135,0,0
110,Hard,13,8,1.188031554222107,5.640625,4.452593445777893,0,0
111,Hard,18,14,6.124255657196045,7.734375,1.610119342803955,0,0
112,Hard,18,13,0.4969584047794342,3.572265625,3.075307220220566,0,0
113,Hard,18,12,7.4090752601623535,5.90625,1.5028252601623535,0,0
114,Hard,18,13,9.306097030639648,17.890625,8.584527969360352,0,0
115,Hard,18,13,12.63719654083252,9.9140625,2.7231340408325195,0,0
116,Hard,27,21,21.020549774169922,2.5078125,18.512737274169922,0,0
117,Hard,27,21,0.025983840227127075,0.6650390625,0.6390552222728729,0,0
118,Hard,43,37,8.81018352508545,16.359375,7.549191474914551,0,0
119,Hard,43,38,23.620145797729492,17.09375,6.526395797729492,0,0
120,Hard,49,43,14.08173942565918,6.7734375,7.30830192565918,0,0
121,Hard,49,44,7.979088306427002,3.4921875,4.486900806427002,0,0
122,Hard,50,44,6.976006984710693,6.33984375,0.6361632347106934,0,0
123,Hard,29,24,11.995023727416992,9.3515625,2.643461227416992,0,0
124,Hard,31,25,14.96938705444336,20.0625,5.093112945556641,0,0
125,Hard,29,24,11.31287956237793,4.6640625,6.64881706237793,0,0
126,Hard,31,25,1.846258521080017,4.77734375,2.931085228919983,0,0
127,Hard,29,23,11.705608367919922,14.0390625,2.333454132080078,0,0
128,Hard,16,10,14.981261253356934,12.3828125,2.5984487533569336,0,0
129,Hard,15,9,4.034663200378418,3.421875,0.612788200378418,0,0
130,Hard,16,10,1.9138089418411255,0.916015625,0.9977933168411255,0,0
131,Hard,15,9,1.8300403356552124,10.3671875,8.537147164344788,0,0
132,Hard,22,17,9.28097915649414,4.578125,4.702854156494141,0,0
133,Hard,22,16,7.691215991973877,2.0703125,5.620903491973877,0,0
134,Hard,22,17,6.7647175788879395,5.1953125,1.5694050788879395,0,0
135,Hard,22,17,5.227004051208496,2.751953125,2.475050926208496,0,0
136,Hard,22,17,8.963223457336426,8.1328125,0.8304109573364258,0,0
137,Hard,10,6,1.9826488494873047,1.935546875,0.04710197448730469,1,1
138,Hard,10,5,8.99908447265625,10.109375,1.11029052734375,0,0
139,Hard,14,8,3.5907464027404785,8.34375,4.7530035972595215,0,0
140,Hard,18,13,3.437143087387085,3.88671875,0.44957566261291504,0,0
141,Hard,22,16,13.335536003112793,8.546875,4.788661003112793,0,0
