circuit,transformer,layer,head,query_pos,query_tok,argmax_key_pos,max_score,attn_entropy,n_past_keys
CKT_0015,T1,2,9,0,start,0,0.0,-0.0,1
CKT_0015,T1,2,10,0,start,0,0.0,-0.0,1
CKT_0015,T1,2,11,0,start,0,0.0,-0.0,1
CKT_0015,T1,2,12,0,start,0,0.0,-0.0,1
CKT_0015,T1,0,0,1,init_0,1,42426406871.192856,6.907755278982138e-29,2
CKT_0015,T1,0,1,1,init_0,1,42426406871.192856,6.907755278982138e-29,2
CKT_0015,T1,0,2,1,init_0,1,42426406871.192856,6.907755278982138e-29,2
CKT_0015,T1,0,3,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,4,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,5,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,6,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,7,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,8,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,9,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,10,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,11,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,12,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,0,1,init_0,1,16401154325.412676,6.907755278982138e-29,2
CKT_0015,T1,1,1,1,init_0,1,16401154325.412676,6.907755278982138e-29,2
CKT_0015,T1,1,2,1,init_0,1,42426406871.192856,6.907755278982138e-29,2
CKT_0015,T1,1,3,1,init_0,1,42426406871.192856,6.907755278982138e-29,2
CKT_0015,T1,1,4,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,5,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,6,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,7,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,8,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,9,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,10,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,11,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,1,12,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,0,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,1,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,2,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,3,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,4,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,5,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,6,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,7,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,8,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,9,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,10,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,11,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,2,12,1,init_0,0,0.0,0.6931471805599453,2
CKT_0015,T1,0,0,2,init_1,2,127279220613.57857,1.3815510557964276e-28,3
CKT_0015,T1,0,1,2,init_1,2,127279220613.57857,1.3815510557964276e-28,3
CKT_0015,T1,0,2,2,init_1,2,127279220613.57857,1.3815510557964276e-28,3
CKT_0015,T1,0,3,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,4,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,5,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,6,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,7,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,8,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,9,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,10,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,11,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,12,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,0,2,init_1,2,59628960834.71417,1.3815510557964276e-28,3
CKT_0015,T1,1,1,2,init_1,2,59628960834.71417,1.3815510557964276e-28,3
CKT_0015,T1,1,2,2,init_1,2,127279220613.57857,1.3815510557964276e-28,3
CKT_0015,T1,1,3,2,init_1,2,127279220613.57857,1.3815510557964276e-28,3
CKT_0015,T1,1,4,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,5,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,6,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,7,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,8,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,9,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,10,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,11,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,1,12,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,0,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,1,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,2,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,3,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,4,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,5,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,6,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,7,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,8,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,9,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,10,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,11,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,2,12,2,init_1,0,0.0,1.0986122886681096,3
CKT_0015,T1,0,0,3,fwd_0,3,268700576850.8881,2.0723265836946412e-28,4
CKT_0015,T1,0,1,3,fwd_0,3,268700576850.8881,2.0723265836946412e-28,4
CKT_0015,T1,0,2,3,fwd_0,3,268700576850.8881,2.0723265836946412e-28,4
CKT_0015,T1,0,3,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,4,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,5,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,6,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,7,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,8,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,9,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,10,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,11,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,12,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,0,3,fwd_0,0,0.0,2.0723265836946412e-28,4
CKT_0015,T1,1,1,3,fwd_0,3,130763956419.46811,2.0723265836946412e-28,4
CKT_0015,T1,1,2,3,fwd_0,3,268700576850.8881,2.0723265836946412e-28,4
CKT_0015,T1,1,3,3,fwd_0,3,268700576850.8881,2.0723265836946412e-28,4
CKT_0015,T1,1,4,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,5,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,6,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,7,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,8,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,9,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,10,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,11,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,1,12,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,0,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,1,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,2,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,3,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,4,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,5,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,6,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,7,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,8,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,9,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,10,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,11,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,2,12,3,fwd_0,0,0.0,1.3862943611198906,4
CKT_0015,T1,0,0,4,fwd_1,4,466690475583.1214,2.763102111592855e-28,5
CKT_0015,T1,0,1,4,fwd_1,4,466690475583.1214,2.763102111592855e-28,5
CKT_0015,T1,0,2,4,fwd_1,4,466690475583.1214,2.763102111592855e-28,5
CKT_0015,T1,0,3,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,4,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,5,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,6,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,7,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,8,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,9,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,10,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,11,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,12,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,0,4,fwd_1,3,130763956419.46811,2.763102111592855e-28,5
CKT_0015,T1,1,1,4,fwd_1,4,230027143807.156,2.763102111592855e-28,5
CKT_0015,T1,1,2,4,fwd_1,4,466690475583.1214,2.763102111592855e-28,5
CKT_0015,T1,1,3,4,fwd_1,4,466690475583.1214,2.763102111592855e-28,5
CKT_0015,T1,1,4,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,5,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,6,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,7,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,8,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,9,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,10,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,11,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,1,12,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,0,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,1,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,2,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,3,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,4,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,5,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,6,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,7,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,8,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,9,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,10,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,11,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,2,12,4,fwd_1,0,0.0,1.6094379124341005,5
CKT_0015,T1,0,0,5,bck_1,5,721248916810.2786,3.453877639491069e-28,6
CKT_0015,T1,0,1,5,bck_1,5,721248916810.2786,3.453877639491069e-28,6
CKT_0015,T1,0,2,5,bck_1,5,721248916810.2786,3.453877639491069e-28,6
CKT_0015,T1,0,3,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,4,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,5,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,6,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,7,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,8,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,9,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,10,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,11,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,12,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,0,5,bck_1,5,357493941256.4735,3.453877639491069e-28,6
CKT_0015,T1,1,1,5,bck_1,0,0.0,3.453877639491069e-28,6
CKT_0015,T1,1,2,5,bck_1,5,721248916810.2786,3.453877639491069e-28,6
CKT_0015,T1,1,3,5,bck_1,5,721248916810.2786,3.453877639491069e-28,6
CKT_0015,T1,1,4,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,5,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,6,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,7,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,8,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,9,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,10,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,11,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,1,12,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,0,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,1,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,2,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,3,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,4,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,5,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,6,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,7,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,8,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,9,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,10,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,11,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,2,12,5,bck_1,0,0.0,1.7917594692280547,6
CKT_0015,T1,0,0,6,bck_0,6,1032375900532.3595,4.1446531673892825e-28,7
CKT_0015,T1,0,1,6,bck_0,6,1032375900532.3595,4.1446531673892825e-28,7
CKT_0015,T1,0,2,6,bck_0,6,1032375900532.3595,4.1446531673892825e-28,7
CKT_0015,T1,0,3,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,4,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,5,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,6,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,7,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,8,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,9,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,10,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,11,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,12,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,0,6,bck_0,6,513197440240.7015,4.1446531673892825e-28,7
CKT_0015,T1,1,1,6,bck_0,5,357493941256.4735,4.1446531673892825e-28,7
CKT_0015,T1,1,2,6,bck_0,6,1032375900532.3595,4.1446531673892825e-28,7
CKT_0015,T1,1,3,6,bck_0,6,1032375900532.3595,4.1446531673892825e-28,7
CKT_0015,T1,1,4,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,5,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,6,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,7,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,8,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,9,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,10,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,11,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,1,12,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,0,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,1,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,2,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,3,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,4,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,5,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,6,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,7,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,8,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,9,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,10,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,11,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,2,12,6,bck_0,0,0.0,1.945910149055313,7
CKT_0015,T1,0,0,7,halt,7,1400071426749.364,4.835428695287497e-28,8
CKT_0015,T1,0,1,7,halt,7,1400071426749.364,4.835428695287497e-28,8
CKT_0015,T1,0,2,7,halt,7,1400071426749.364,4.835428695287497e-28,8
CKT_0015,T1,0,3,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,4,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,5,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,6,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,7,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,8,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,9,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,10,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,11,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,0,12,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,0,7,halt,6,682903067725.4729,4.835428695287497e-28,8
CKT_0015,T1,1,1,7,halt,6,682903067725.4729,4.835428695287497e-28,8
CKT_0015,T1,1,2,7,halt,7,1400071426749.364,4.835428695287497e-28,8
CKT_0015,T1,1,3,7,halt,7,1400071426749.364,4.835428695287497e-28,8
CKT_0015,T1,1,4,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,5,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,6,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,7,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,8,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,9,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,10,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,11,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,1,12,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,0,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,1,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,2,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,3,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,4,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,5,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,6,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,7,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,8,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,9,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,10,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,11,7,halt,0,0.0,2.0794415416798357,8
CKT_0015,T1,2,12,7,halt,0,0.0,2.0794415416798357,8
CKT_0067,T1,0,0,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,1,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,2,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,3,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,4,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,5,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,6,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,7,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,8,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,9,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,10,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,11,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,12,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,13,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,14,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,15,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,16,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,17,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,18,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,19,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,20,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,21,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,22,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,23,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,24,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,25,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,26,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,27,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,28,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,29,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,30,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,31,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,32,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,33,0,start,0,0.0,-0.0,1
CKT_0067,T1,0,34,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,0,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,1,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,2,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,3,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,4,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,5,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,6,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,7,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,8,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,9,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,10,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,11,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,12,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,13,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,14,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,15,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,16,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,17,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,18,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,19,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,20,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,21,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,22,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,23,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,24,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,25,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,26,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,27,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,28,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,29,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,30,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,31,0,start,0,0.0,-0.0,1
CKT_0067,T1,1,32,0,start,0,0.0,-0.0,1
